instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
888,2013-02-23,1,3,2,0,5,0,3,0.340426,0.363636,0.91,0.149254,123,3403,3526
889,2013-02-24,1,3,2,0,6,0,1,0.425532,0.424242,0.59,0.328358,211,2336,2547
890,2013-02-25,1,3,2,0,0,1,1,0.404255,0.409091,0.48,0.119403,846,3479,4325
891,2013-02-26,1,3,2,0,1,1,3,0.340426,0.363636,0.76,0.238806,331,4617,4948
892,2013-02-27,1,3,2,0,2,1,3,0.468085,0.454545,0.71,0.19403,149,2593,2742
893,2013-02-28,1,3,2,0,3,1,3,0.361702,0.378788,0.55,0.253731,363,5025,5388
894,2013-03-01,1,3,3,0,4,1,1,0.340426,0.363636,0.49,0.313433,296,4788,5084
895,2013-03-02,1,3,3,0,5,0,1,0.255319,0.30303,0.55,0.298507,329,4557,4886
896,2013-03-03,1,3,3,0,6,0,1,0.319149,0.348485,0.48,0.328358,674,3033,3707
897,2013-03-04,1,3,3,0,0,1,1,0.340426,0.363636,0.41,0.328358,475,2573,3048
898,2013-03-05,1,3,3,0,1,1,1,0.425532,0.424242,0.34,0.19403,311,4101,4412
899,2013-03-06,1,3,3,0,2,1,4,0.276596,0.318182,0.83,0.492537,444,4737,5181
900,2013-03-07,1,3,3,0,3,1,1,0.404255,0.409091,0.53,0.38806,79,1046,1125
901,2013-03-08,1,3,3,0,4,1,1,0.404255,0.409091,0.5,0.462687,315,4691,5006
902,2013-03-09,1,3,3,0,5,0,1,0.531915,0.5,0.41,0.149254,410,4425,4835
903,2013-03-10,1,3,3,0,6,0,1,0.531915,0.5,0.47,0.149254,2168,4600,6768
904,2013-03-11,1,3,3,0,0,1,2,0.531915,0.5,0.75,0.253731,2328,4436,6764
905,2013-03-12,1,3,3,0,1,1,3,0.510638,0.484848,0.7,0.358209,1026,5013,6039
906,2013-03-13,1,3,3,0,2,1,1,0.404255,0.409091,0.45,0.268657,449,3796,4245
907,2013-03-14,1,3,3,0,3,1,1,0.340426,0.363636,0.35,0.358209,625,5068,5693
908,2013-03-15,1,3,3,0,4,1,1,0.489362,0.469697,0.43,0.208955,440,4386,4826
909,2013-03-16,1,3,3,0,5,0,3,0.510638,0.484848,0.6,0.179104,1201,5129,6330
910,2013-03-17,1,3,3,0,6,0,1,0.297872,0.333333,0.65,0.164179,1811,4357,6168
911,2013-03-18,1,3,3,0,0,1,4,0.255319,0.30303,0.7,0.19403,982,2960,3942
912,2013-03-19,1,3,3,0,1,1,1,0.510638,0.484848,0.49,0.253731,248,2499,2747
913,2013-03-20,2,3,3,0,2,1,1,0.425532,0.424242,0.3,0.298507,674,5268,5942
914,2013-03-21,2,3,3,0,3,1,1,0.297872,0.333333,0.5,0.373134,556,5250,5806
915,2013-03-22,2,3,3,0,4,1,1,0.382979,0.393939,0.37,0.268657,308,4200,4508
916,2013-03-23,2,3,3,0,5,0,1,0.446809,0.439394,0.39,0.208955,682,4725,5407
917,2013-03-24,2,3,3,0,6,0,4,0.319149,0.348485,0.47,0.149254,2473,4006,6479
918,2013-03-25,2,3,3,0,0,1,4,0.255319,0.30303,0.88,0.19403,1109,2748,3857
919,2013-03-26,2,3,3,0,1,1,1,0.404255,0.409091,0.63,0.223881,84,1828,1912
920,2013-03-27,2,3,3,0,2,1,3,0.404255,0.409091,0.47,0.313433,647,4936,5583
921,2013-03-28,2,3,3,0,3,1,1,0.382979,0.393939,0.48,0.283582,646,5154,5800
922,2013-03-29,2,3,3,0,4,1,1,0.510638,0.484848,0.46,0.223881,699,4884,5583
923,2013-03-30,2,3,3,0,5,0,1,0.510638,0.484848,0.48,0.089552,1968,5416,7384
924,2013-03-31,2,3,3,0,6,0,3,0.446809,0.439394,0.73,0.134328,5006,4592,9598
925,2013-04-01,2,3,4,0,0,1,1,0.319149,0.348485,0.58,0.149254,1303,5069,6372
926,2013-04-02,2,3,4,0,1,1,1,0.255319,0.30303,0.51,0.223881,738,5167,5905
927,2013-04-03,2,3,4,0,2,1,1,0.234043,0.287879,0.53,0.149254,929,5301,6230
928,2013-04-04,2,3,4,0,3,1,3,0.340426,0.363636,0.54,0.179104,904,4931,5835
929,2013-04-05,2,3,4,0,4,1,3,0.340426,0.363636,0.49,0.134328,1559,6033,7592
930,2013-04-06,2,3,4,0,5,0,1,0.404255,0.409091,0.54,0.164179,4099,5172,9271
931,2013-04-07,2,3,4,0,6,0,1,0.361702,0.378788,0.54,0.179104,4428,5334,9762
932,2013-04-08,2,3,4,0,0,1,1,0.425532,0.424242,0.65,0.149254,1949,6519,8468
933,2013-04-09,2,3,4,0,1,1,1,0.425532,0.424242,0.79,0.074627,2141,7614,9755
934,2013-04-10,2,3,4,0,2,1,1,0.468085,0.454545,0.42,0.149254,1965,7589,9554
935,2013-04-11,2,3,4,0,3,1,1,0.340426,0.363636,0.75,0.059701,1886,7207,9093
936,2013-04-12,2,3,4,0,4,1,3,0.404255,0.409091,0.9,0.089552,1173,4825,5998
937,2013-04-13,2,3,4,0,5,0,1,0.446809,0.439394,0.96,0.074627,5375,5893,11268
938,2013-04-14,2,3,4,0,6,0,1,0.531915,0.5,0.77,0.238806,4370,5234,9604
939,2013-04-15,2,3,4,0,0,1,1,0.297872,0.333333,0.85,0.208955,1289,5621,6910
940,2013-04-16,2,3,4,1,1,1,2,0.297872,0.333333,0.87,0.134328,1519,6732,8251
941,2013-04-17,2,3,4,0,2,1,2,0.340426,0.363636,0.75,0.164179,1364,7116,8480
942,2013-04-18,2,3,4,0,3,1,3,0.255319,0.30303,0.46,0.283582,1192,6499,7691
943,2013-04-19,2,3,4,0,4,1,3,0.425532,0.424242,0.52,0.328358,1082,5039,6121
944,2013-04-20,2,3,4,0,5,0,3,0.531915,0.5,0.39,0.283582,3411,5382,8793
945,2013-04-21,2,3,4,0,6,0,1,0.340426,0.363636,0.43,0.238806,2510,4820,7330
946,2013-04-22,2,3,4,0,0,1,1,0.170213,0.242424,0.32,0.373134,779,5962,6741
947,2013-04-23,2,3,4,0,1,1,1,0.12766,0.212121,0.4,0.19403,946,6491,7437
948,2013-04-24,2,3,4,0,2,1,1,0.12766,0.212121,0.57,0.298507,1306,7156,8462
949,2013-04-25,2,3,4,0,3,1,3,0.085106,0.181818,0.56,0.164179,1350,6916,8266
950,2013-04-26,2,3,4,0,4,1,1,0.234043,0.287879,0.61,0.134328,1844,7155,8999
951,2013-04-27,2,3,4,0,5,0,1,0.234043,0.287879,0.57,0.164179,4947,5873,10820
952,2013-04-28,2,3,4,0,6,0,1,0.340426,0.363636,0.75,0.223881,3335,4516,7851
953,2013-04-29,2,3,4,0,0,1,3,0.617021,0.560606,0.68,0.164179,480,3813,4293
954,2013-04-30,2,3,4,0,1,1,3,0.638298,0.575758,0.84,0.328358,604,4759,5363
955,2013-05-01,2,3,5,0,2,1,1,0.574468,0.530303,0.61,0.41791,1197,7413,8610
956,2013-05-02,2,3,5,0,3,1,1,0.212766,0.272727,0.53,0.313433,1323,7170,8493
957,2013-05-03,2,3,5,0,4,1,1,0.191489,0.257576,0.61,0.164179,1774,6884,8658
958,2013-05-04,2,3,5,0,5,0,1,0.212766,0.272727,0.72,0.119403,3650,5823,9473
959,2013-05-05,2,3,5,0,6,0,1,0.234043,0.287879,0.45,0.164179,2931,5055,7986
960,2013-05-06,2,3,5,0,0,1,2,0.297872,0.333333,0.62,0.104478,1065,5442,6507
961,2013-05-07,2,3,5,0,1,1,3,0.361702,0.378788,0.56,0.19403,1,344,345
962,2013-05-08,2,3,5,0,2,1,3,0.276596,0.318182,0.61,0.134328,4081,821,4902
963,2013-05-09,2,3,5,0,3,1,3,0.319149,0.348485,0.71,0.298507,5767,1122,6889
964,2013-05-10,2,3,5,0,4,1,3,0.297872,0.333333,0.43,0.41791,6677,1979,8656
965,2013-05-11,2,3,5,0,5,0,3,0.340426,0.363636,0.48,0.134328,6892,2099,8991
966,2013-05-12,2,3,5,0,6,0,1,0.425532,0.424242,0.8,0.223881,4356,3084,7440
967,2013-05-13,2,3,5,0,0,1,1,0.489362,0.469697,0.57,0.208955,4927,1064,5991
968,2013-05-14,2,3,5,0,1,1,1,0.361702,0.378788,0.67,0.164179,6322,1264,7586
969,2013-05-15,2,3,5,0,2,1,1,0.382979,0.393939,0.64,0.149254,6798,1321,8119
970,2013-05-16,2,3,5,0,3,1,1,0.510638,0.484848,0.59,0.208955,7438,1522,8960
971,2013-05-17,2,3,5,0,4,1,1,0.276596,0.318182,0.68,0.238806,7376,2544,9920
972,2013-05-18,2,3,5,0,5,0,3,0.191489,0.257576,0.42,0.402985,7505,1925,9430
973,2013-05-19,2,3,5,0,6,0,3,0.297872,0.333333,0.36,0.19403,4408,2077,6485
974,2013-05-20,2,3,5,0,0,1,2,0.340426,0.363636,0.64,0.313433,4597,1624,6221
975,2013-05-21,2,3,5,0,1,1,2,0.276596,0.318182,0.41,0.358209,6766,1648,8414
976,2013-05-22,2,3,5,0,2,1,3,0.276596,0.318182,0.41,0.298507,7396,1401,8797
977,2013-05-23,2,3,5,0,3,1,3,0.212766,0.272727,0.65,0.134328,7497,1288,8785
978,2013-05-24,2,3,5,0,4,1,3,0.340426,0.363636,0.91,0.149254,6765,1004,7769
979,2013-05-25,2,3,5,0,5,0,1,0.425532,0.424242,0.59,0.328358,5624,3621,9245
980,2013-05-26,2,3,5,0,6,0,1,0.404255,0.409091,0.48,0.119403,4323,5652,9975
981,2013-05-27,2,3,5,0,0,1,1,0.340426,0.363636,0.76,0.238806,4236,4452,8688
982,2013-05-28,2,3,5,1,1,1,3,0.468085,0.454545,0.71,0.19403,4515,1587,6102
983,2013-05-29,2,3,5,0,2,1,1,0.361702,0.378788,0.55,0.253731,5967,1,5968
984,2013-05-30,2,3,5,0,3,1,1,0.340426,0.363636,0.49,0.313433,1736,7542,9278
985,2013-05-31,2,3,5,0,4,1,1,0.255319,0.30303,0.55,0.298507,1366,7376,8742
986,2013-06-01,2,3,6,0,5,0,1,0.319149,0.348485,0.48,0.328358,1835,7270,9105
987,2013-06-02,2,3,6,0,6,0,3,0.340426,0.363636,0.41,0.328358,1,3657,3658
988,2013-06-03,2,3,6,0,0,1,3,0.425532,0.424242,0.34,0.19403,5800,2997,8797
989,2013-06-04,2,3,6,0,1,1,1,0.276596,0.318182,0.83,0.492537,4667,1442,6109
990,2013-06-05,2,3,6,0,2,1,1,0.404255,0.409091,0.53,0.38806,5956,1852,7808
991,2013-06-06,2,3,6,0,3,1,3,0.404255,0.409091,0.5,0.462687,8079,1910,9989
992,2013-06-07,2,3,6,0,4,1,3,0.531915,0.5,0.41,0.149254,8078,1223,9301
993,2013-06-08,2,3,6,0,5,0,1,0.531915,0.5,0.47,0.149254,5634,242,5876
994,2013-06-09,2,3,6,0,6,0,3,0.531915,0.5,0.75,0.253731,2237,3572,5809
995,2013-06-10,2,3,6,0,0,1,3,0.510638,0.484848,0.7,0.358209,6186,3433,9619
996,2013-06-11,2,3,6,0,1,1,1,0.404255,0.409091,0.45,0.268657,5787,713,6500
997,2013-06-12,2,3,6,0,2,1,1,0.340426,0.363636,0.35,0.358209,3656,1737,5393
998,2013-06-13,2,3,6,0,3,1,3,0.489362,0.469697,0.43,0.208955,7458,1585,9043
999,2013-06-14,2,3,6,0,4,1,3,0.510638,0.484848,0.6,0.179104,7599,1162,8761
1000,2013-06-15,2,3,6,0,5,0,1,0.297872,0.333333,0.65,0.164179,6102,2209,8311
1001,2013-06-16,2,3,6,0,6,0,1,0.255319,0.30303,0.7,0.19403,7578,4201,11779
1002,2013-06-17,2,3,6,0,0,1,2,0.510638,0.484848,0.49,0.253731,6246,3533,9779
1003,2013-06-18,2,3,6,0,1,1,3,0.425532,0.424242,0.3,0.298507,5177,1729,6906
1004,2013-06-19,2,3,6,0,2,1,1,0.297872,0.333333,0.5,0.373134,6887,940,7827
1005,2013-06-20,2,3,6,0,3,1,1,0.382979,0.393939,0.37,0.268657,6204,1802,8006
1006,2013-06-21,3,3,6,0,4,1,1,0.446809,0.439394,0.39,0.208955,8239,1795,10034
1007,2013-06-22,3,3,6,0,5,0,1,0.319149,0.348485,0.47,0.149254,8352,2367,10719
1008,2013-06-23,3,3,6,0,6,0,3,0.255319,0.30303,0.88,0.19403,7955,1,7956
1009,2013-06-24,3,3,6,0,0,1,3,0.404255,0.409091,0.63,0.223881,4401,6398,10799
1010,2013-06-25,3,3,6,0,1,1,1,0.404255,0.409091,0.47,0.313433,2404,4771,7175
1011,2013-06-26,3,3,6,0,2,1,3,0.382979,0.393939,0.48,0.283582,1470,6577,8047
1012,2013-06-27,3,3,6,0,3,1,3,0.510638,0.484848,0.46,0.223881,1559,7414,8973
1013,2013-06-28,3,3,6,0,4,1,3,0.510638,0.484848,0.48,0.089552,1312,7085,8397
1014,2013-06-29,3,3,6,0,5,0,1,0.446809,0.439394,0.73,0.134328,1302,7320,8622
1015,2013-06-30,3,3,6,0,6,0,3,0.510638,0.484848,0.48,0.089552,1060,5190,6250
1016,2013-07-01,3,3,7,0,0,1,3,0.319149,0.348485,0.58,0.149254,1372,6473,7845
1017,2013-07-02,3,3,7,0,1,1,3,0.255319,0.30303,0.51,0.223881,1284,6540,7824
1018,2013-07-03,3,3,7,0,2,1,3,0.234043,0.287879,0.53,0.149254,1603,6124,7727
1019,2013-07-04,3,3,7,1,3,1,2,0.340426,0.363636,0.54,0.179104,5222,5521,10743
1020,2013-07-05,3,3,7,0,4,1,2,0.340426,0.363636,0.49,0.134328,4785,5773,10558
1021,2013-07-06,3,3,7,0,5,0,1,0.404255,0.409091,0.54,0.164179,4295,4607,8902
1022,2013-07-07,3,3,7,0,6,0,3,0.361702,0.378788,0.54,0.179104,2490,4382,6872
1023,2013-07-08,3,3,7,0,0,1,3,0.425532,0.424242,0.65,0.149254,1323,6749,8072
1024,2013-07-09,3,3,7,0,1,1,2,0.425532,0.424242,0.79,0.074627,1197,7572,8769
1025,2013-07-10,3,3,7,0,2,1,3,0.468085,0.454545,0.42,0.149254,2,1116,1118
1026,2013-07-11,3,3,7,0,3,1,1,0.340426,0.363636,0.75,0.059701,7000,1385,8385
1027,2013-07-12,3,3,7,0,4,1,3,0.404255,0.409091,0.9,0.089552,7490,1006,8496
1028,2013-07-13,3,3,7,0,5,0,3,0.446809,0.439394,0.96,0.074627,4722,3223,7945
1029,2013-07-14,3,3,7,0,6,0,2,0.531915,0.5,0.77,0.238806,6055,2797,8852
1030,2013-07-15,3,3,7,0,0,1,1,0.297872,0.333333,0.85,0.208955,5593,1343,6936
1031,2013-07-16,3,3,7,0,1,1,1,0.297872,0.333333,0.87,0.134328,6691,1304,7995
1032,2013-07-17,3,3,7,0,2,1,1,0.340426,0.363636,0.75,0.164179,7102,1343,8445
1033,2013-07-18,3,3,7,0,3,1,3,0.255319,0.30303,0.46,0.283582,7294,1121,8415
1034,2013-07-19,3,3,7,0,4,1,1,0.425532,0.424242,0.52,0.328358,6713,1513,8226
1035,2013-07-20,3,3,7,0,5,0,1,0.531915,0.5,0.39,0.283582,6472,3129,9601
1036,2013-07-21,3,3,7,0,6,0,1,0.340426,0.363636,0.43,0.238806,5494,3132,8626
1037,2013-07-22,3,3,7,0,0,1,3,0.170213,0.242424,0.32,0.373134,5332,1578,6910
1038,2013-07-23,3,3,7,0,1,1,1,0.12766,0.212121,0.4,0.19403,7103,1513,8616
1039,2013-07-24,3,3,7,0,2,1,1,0.12766,0.212121,0.57,0.298507,7727,1707,9434
1040,2013-07-25,3,3,7,0,3,1,1,0.085106,0.181818,0.56,0.164179,8055,1908,9963
1041,2013-07-26,3,3,7,0,4,1,1,0.234043,0.287879,0.61,0.134328,8199,2243,10442
1042,2013-07-27,3,3,7,0,5,0,3,0.234043,0.287879,0.57,0.164179,8020,3173,11193
1043,2013-07-28,3,3,7,0,6,0,2,0.340426,0.363636,0.75,0.223881,5211,2862,8073
1044,2013-07-29,3,3,7,0,0,1,1,0.617021,0.560606,0.68,0.164179,5276,1,5277
1045,2013-07-30,3,3,7,0,1,1,1,0.638298,0.575758,0.84,0.328358,1917,7329,9246
1046,2013-07-31,3,3,7,0,2,1,2,0.574468,0.530303,0.61,0.41791,1955,7929,9884
1047,2013-08-01,3,3,8,0,3,1,3,0.212766,0.272727,0.53,0.313433,1468,7238,8706
1048,2013-08-02,3,3,8,0,4,1,1,0.191489,0.257576,0.61,0.164179,1178,6582,7760
1049,2013-08-03,3,3,8,0,5,0,3,0.212766,0.272727,0.72,0.119403,2358,7461,9819
1050,2013-08-04,3,3,8,0,6,0,1,0.234043,0.287879,0.45,0.164179,3315,5135,8450
1051,2013-08-05,3,3,8,0,0,1,1,0.297872,0.333333,0.62,0.104478,4317,6080,10397
1052,2013-08-06,3,3,8,0,1,1,3,0.361702,0.378788,0.56,0.19403,2344,7714,10058
1053,2013-08-07,3,3,8,0,2,1,2,0.276596,0.318182,0.61,0.134328,1547,6839,8386
1054,2013-08-08,3,3,8,0,3,1,2,0.319149,0.348485,0.71,0.298507,1931,7792,9723
1055,2013-08-09,3,3,8,0,4,1,1,0.297872,0.333333,0.43,0.41791,1538,7331,8869
1056,2013-08-10,3,3,8,0,5,0,3,0.340426,0.363636,0.48,0.134328,2152,7315,9467
1057,2013-08-11,3,3,8,0,6,0,1,0.425532,0.424242,0.8,0.223881,1,4129,4130
1058,2013-08-12,3,3,8,0,0,1,1,0.489362,0.469697,0.57,0.208955,5918,3875,9793
1059,2013-08-13,3,3,8,0,1,1,3,0.361702,0.378788,0.67,0.164179,5611,2154,7765
1060,2013-08-14,3,3,8,0,2,1,1,0.382979,0.393939,0.64,0.149254,7332,1590,8922
1061,2013-08-15,3,3,8,0,3,1,1,0.510638,0.484848,0.59,0.208955,6715,1997,8712
1062,2013-08-16,3,3,8,0,4,1,1,0.276596,0.318182,0.68,0.238806,8395,1,8396
1063,2013-08-17,3,3,8,0,5,0,1,0.191489,0.257576,0.42,0.402985,2191,8441,10632
1064,2013-08-18,3,3,8,0,6,0,3,0.297872,0.333333,0.36,0.19403,2794,7972,10766
1065,2013-08-19,3,3,8,0,0,1,2,0.340426,0.363636,0.64,0.313433,4739,6303,11042
1066,2013-08-20,3,3,8,0,1,1,1,0.276596,0.318182,0.41,0.358209,1749,4005,5754
1067,2013-08-21,3,3,8,0,2,1,3,0.276596,0.318182,0.41,0.298507,1847,7123,8970
1068,2013-08-22,3,3,8,0,3,1,1,0.212766,0.272727,0.65,0.134328,1726,7856,9582
1069,2013-08-23,3,3,8,0,4,1,3,0.340426,0.363636,0.91,0.149254,1647,7496,9143
1070,2013-08-24,3,3,8,0,5,0,1,0.425532,0.424242,0.59,0.328358,1862,7682,9544
1071,2013-08-25,3,3,8,0,6,0,1,0.404255,0.409091,0.48,0.119403,1158,6469,7627
1072,2013-08-26,3,3,8,0,0,1,1,0.340426,0.363636,0.76,0.238806,3782,7062,10844
1073,2013-08-27,3,3,8,0,1,1,1,0.468085,0.454545,0.71,0.19403,3327,6155,9482
1074,2013-08-28,3,3,8,0,2,1,3,0.361702,0.378788,0.55,0.253731,1687,7584,9271
1075,2013-08-29,3,3,8,0,3,1,2,0.340426,0.363636,0.49,0.313433,1538,7971,9509
1076,2013-08-30,3,3,8,0,4,1,1,0.255319,0.30303,0.55,0.298507,993,6647,7640
1077,2013-08-31,3,3,8,0,5,0,1,0.319149,0.348485,0.48,0.328358,1646,7701,9347
1078,2013-09-01,3,3,9,0,6,0,,0.340426,0.363636,0.41,0.328358,2306,7360,9666
1079,2013-09-02,3,3,9,0,0,1,3,0.425532,0.424242,0.34,0.19403,4365,5038,9403
1080,2013-09-03,3,3,9,1,1,1,1,0.276596,0.318182,0.83,0.492537,4698,4518,9216
1081,2013-09-04,3,3,9,0,2,1,1,0.404255,0.409091,0.53,0.38806,3201,4827,8028
1082,2013-09-05,3,3,9,0,3,1,1,0.404255,0.409091,0.5,0.462687,1375,7439,8814
1083,2013-09-06,3,3,9,0,4,1,1,0.531915,0.5,0.41,0.149254,1532,8207,9739
1084,2013-09-07,3,3,9,0,5,0,1,0.531915,0.5,0.47,0.149254,1575,8345,9920
1085,2013-09-08,3,3,9,0,6,0,1,0.531915,0.5,0.75,0.253731,1814,8327,10141
1086,2013-09-09,3,3,9,0,0,1,1,0.510638,0.484848,0.7,0.358209,1,3211,3212
1087,2013-09-10,3,3,9,0,1,1,2,0.404255,0.409091,0.45,0.268657,6907,3033,9940
1088,2013-09-11,3,3,9,0,2,1,1,0.340426,0.363636,0.35,0.358209,6367,1381,7748
1089,2013-09-12,3,3,9,0,3,1,3,0.489362,0.469697,0.43,0.208955,7677,1435,9112
1090,2013-09-13,3,3,9,0,4,1,1,0.510638,0.484848,0.6,0.179104,8000,2,8002
1091,2013-09-14,3,3,9,0,5,0,1,0.297872,0.333333,0.65,0.164179,1271,7909,9180
1092,2013-09-15,3,3,9,0,6,0,1,0.255319,0.30303,0.7,0.19403,946,6041,6987
1093,2013-09-16,3,3,9,0,0,1,3,0.510638,0.484848,0.49,0.253731,1589,8349,9938
1094,2013-09-17,3,3,9,0,1,1,1,0.425532,0.424242,0.3,0.298507,3943,7188,11131
1095,2013-09-18,3,3,9,0,2,1,1,0.297872,0.333333,0.5,0.373134,3201,6547,9748
1096,2013-09-19,3,3,9,0,3,1,1,0.382979,0.393939,0.37,0.268657,1084,7188,8272
1097,2013-09-20,3,3,9,0,4,1,1,0.446809,0.439394,0.39,0.208955,1269,8569,9838
1098,2013-09-21,3,3,9,0,5,0,3,0.319149,0.348485,0.47,0.149254,1298,8658,9956
1099,2013-09-22,4,3,9,0,6,0,1,0.255319,0.30303,0.88,0.19403,1637,8729,10366
1100,2013-09-23,4,3,9,0,0,1,1,0.404255,0.409091,0.63,0.223881,1909,8639,10548
1101,2013-09-24,4,3,9,0,1,1,1,0.404255,0.409091,0.47,0.313433,2149,4691,6840
1102,2013-09-25,4,3,9,0,2,1,1,0.382979,0.393939,0.48,0.283582,2749,6590,9339
1103,2013-09-26,4,3,9,0,3,1,1,0.510638,0.484848,0.46,0.223881,1273,7712,8985
1104,2013-09-27,4,3,9,0,4,1,1,0.510638,0.484848,0.48,0.089552,1144,8351,9495
1105,2013-09-28,4,3,9,0,5,0,1,0.446809,0.439394,0.73,0.134328,1169,8355,9524
1106,2013-09-29,4,3,9,0,6,0,1,0.595745,0.545455,0.61,0.268657,1294,8496,9790
1107,2013-09-30,4,3,9,0,0,1,1,0.404255,0.409091,0.28,0.298507,1634,8226,9860
1108,2013-10-01,4,3,10,0,1,1,1,0.319149,0.348485,0.58,0.149254,1339,8921,10260
1109,2013-10-02,4,3,10,0,2,1,1,0.255319,0.30303,0.51,0.223881,1289,8965,10254
1110,2013-10-03,4,3,10,0,3,1,1,0.234043,0.287879,0.53,0.149254,1248,8816,10064
1111,2013-10-04,4,3,10,0,4,1,1,0.340426,0.363636,0.54,0.179104,1667,8496,10163
1112,2013-10-05,4,3,10,0,5,0,1,0.340426,0.363636,0.49,0.134328,3401,7055,10456
1113,2013-10-06,4,3,10,0,6,0,1,0.404255,0.409091,0.54,0.164179,2992,6659,9651
1114,2013-10-07,4,3,10,0,0,1,3,0.361702,0.378788,0.54,0.179104,420,5379,5799
1115,2013-10-08,4,3,10,1,1,1,1,0.425532,0.424242,0.65,0.149254,1278,8554,9832
1116,2013-10-09,4,3,10,0,2,1,3,0.425532,0.424242,0.79,0.074627,757,5607,6364
1117,2013-10-10,4,3,10,0,3,1,3,0.468085,0.454545,0.42,0.149254,180,2316,2496
1118,2013-10-11,4,3,10,0,4,1,3,0.340426,0.363636,0.75,0.059701,117,1660,1777
1119,2013-10-12,4,3,10,0,5,0,3,0.404255,0.409091,0.9,0.089552,1299,3892,5191
1120,2013-10-13,4,3,10,0,6,0,3,0.446809,0.439394,0.96,0.074627,1523,4416,5939
1121,2013-10-14,4,3,10,0,0,1,1,0.531915,0.5,0.77,0.238806,1830,6991,8821
1122,2013-10-15,4,3,10,0,1,1,1,0.297872,0.333333,0.85,0.208955,1031,8246,9277
1123,2013-10-16,4,3,10,0,2,1,2,0.297872,0.333333,0.87,0.134328,1113,8519,9632
1124,2013-10-17,4,3,10,0,3,1,2,0.340426,0.363636,0.75,0.164179,1049,8423,9472
1125,2013-10-18,4,3,10,0,4,1,1,0.255319,0.30303,0.46,0.283582,1870,8388,10258
1126,2013-10-19,4,3,10,0,5,0,1,0.425532,0.424242,0.52,0.328358,3190,6121,9311
1127,2013-10-20,4,3,10,0,6,0,1,0.531915,0.5,0.39,0.283582,2541,5952,8493
1128,2013-10-21,4,3,10,0,0,1,1,0.340426,0.363636,0.43,0.238806,1332,7628,8960
1129,2013-10-22,4,3,10,0,1,1,1,0.170213,0.242424,0.32,0.373134,736,8257,8993
1130,2013-10-23,4,3,10,0,2,1,3,0.12766,0.212121,0.4,0.19403,616,7273,7889
1131,2013-10-24,4,3,10,0,3,1,1,0.12766,0.212121,0.57,0.298507,591,7236,7827
1132,2013-10-25,4,3,10,0,4,1,1,0.085106,0.181818,0.56,0.164179,913,6957,7870
1133,2013-10-26,4,3,10,0,5,0,1,0.234043,0.287879,0.61,0.134328,2195,5711,7906
1134,2013-10-27,4,3,10,0,6,0,1,0.234043,0.287879,0.57,0.164179,2380,5538,7918
1135,2013-10-28,4,3,10,0,0,1,1,0.340426,0.363636,0.75,0.223881,1177,7341,8518
1136,2013-10-29,4,3,10,0,1,1,1,0.617021,0.560606,0.68,0.164179,963,7988,8951
1137,2013-10-30,4,3,10,0,2,1,3,0.638298,0.575758,0.84,0.328358,806,7253,8059
1138,2013-10-31,4,3,10,0,3,1,2,0.574468,0.530303,0.61,0.41791,723,7615,8338
1139,2013-11-01,4,3,11,0,4,1,3,0.212766,0.272727,0.53,0.313433,921,7127,8048
1140,2013-11-02,4,3,11,0,5,0,1,0.191489,0.257576,0.61,0.164179,2866,6507,9373
1141,2013-11-03,4,3,11,0,6,0,1,0.212766,0.272727,0.72,0.119403,2115,5537,7652
1142,2013-11-04,4,3,11,0,0,1,1,0.234043,0.287879,0.45,0.164179,554,6302,6856
1143,2013-11-05,4,3,11,0,1,1,1,0.297872,0.333333,0.62,0.104478,670,7484,8154
1144,2013-11-06,4,3,11,0,2,1,1,0.361702,0.378788,0.56,0.19403,797,7984,8781
1145,2013-11-07,4,3,11,0,3,1,3,0.276596,0.318182,0.61,0.134328,1,485,486
1146,2013-11-08,4,3,11,0,4,1,1,0.319149,0.348485,0.71,0.298507,7493,727,8220
1147,2013-11-09,4,3,11,0,5,0,1,0.297872,0.333333,0.43,0.41791,6783,2191,8974
1148,2013-11-10,4,3,11,0,6,0,1,0.340426,0.363636,0.48,0.134328,5351,2067,7418
1149,2013-11-11,4,3,11,0,0,1,1,0.425532,0.424242,0.8,0.223881,5110,972,6082
1150,2013-11-12,4,3,11,1,1,1,1,0.489362,0.469697,0.57,0.208955,6217,262,6479
1151,2013-11-13,4,3,11,0,2,1,1,0.361702,0.378788,0.67,0.164179,5856,280,6136
1152,2013-11-14,4,3,11,0,3,1,1,0.382979,0.393939,0.64,0.149254,6190,378,6568
1153,2013-11-15,4,3,11,0,4,1,3,0.510638,0.484848,0.59,0.208955,6900,782,7682
1154,2013-11-16,4,3,11,0,5,0,3,0.276596,0.318182,0.68,0.238806,6893,1529,8422
1155,2013-11-17,4,3,11,0,6,0,2,0.191489,0.257576,0.42,0.402985,5275,1446,6721
1156,2013-11-18,4,3,11,0,0,1,3,0.297872,0.333333,0.36,0.19403,5501,707,6208
1157,2013-11-19,4,3,11,0,1,1,1,0.340426,0.363636,0.64,0.313433,7548,426,7974
1158,2013-11-20,4,3,11,0,2,1,1,0.276596,0.318182,0.41,0.358209,7021,452,7473
1159,2013-11-21,4,3,11,0,3,1,1,0.276596,0.318182,0.41,0.298507,6890,471,7361
